year,month,value,fetched_at
1858,12,-1.160,2026-08-11 11:38:21
1859,1,-1.220,2026-08-11 11:38:21
1859,2,-1.710,2026-08-11 11:38:21
1859,3,-2.460,2026-08-11 11:38:21
1859,4,-3.650,2026-08-11 11:38:21
1859,5,-2.860,2026-08-11 11:38:21
1859,6,-1.990,2026-08-11 11:38:21
1859,7,-1.010,2026-08-11 11:38:21
1859,8,-1.260,2026-08-11 11:38:21
1859,9,-1.190,2026-08-11 11:38:21
1859,10,-1.310,2026-08-11 11:38:21
1859,11,-1.140,2026-08-11 11:38:21
1859,12,-1.120,2026-08-11 11:38:21
1860,1,-1.310,2026-08-11 11:38:21
1860,2,-1.280,2026-08-11 11:38:21
1860,3,-1.340,2026-08-11 11:38:21
1860,4,-0.770,2026-08-11 11:38:21
1860,5,-0.850,2026-08-11 11:38:21
1860,6,-1.260,2026-08-11 11:38:21
1860,7,-0.270,2026-08-11 11:38:21
1860,8,-0.400,2026-08-11 11:38:21
1860,9,0.330,2026-08-11 11:38:21
1860,10,-1.700,2026-08-11 11:38:21
1860,11,-1.180,2026-08-11 11:38:21
1860,12,-1.420,2026-08-11 11:38:21
1861,1,-0.570,2026-08-11 11:38:21
1861,2,-0.840,2026-08-11 11:38:21
1861,3,-0.860,2026-08-11 11:38:21
1861,4,-0.830,2026-08-11 11:38:21
1861,5,-0.370,2026-08-11 11:38:21
1861,6,-0.350,2026-08-11 11:38:21
1861,7,-0.610,2026-08-11 11:38:21
1861,8,-0.800,2026-08-11 11:38:21
1861,9,-1.200,2026-08-11 11:38:21
1861,10,-1.580,2026-08-11 11:38:21
1861,11,-1.800,2026-08-11 11:38:21
1861,12,-1.650,2026-08-11 11:38:21
1862,1,-0.410,2026-08-11 11:38:21
1862,2,-0.130,2026-08-11 11:38:21
1862,3,0.160,2026-08-11 11:38:21
1862,4,0.070,2026-08-11 11:38:21
1862,5,0.090,2026-08-11 11:38:21
1862,6,-0.080,2026-08-11 11:38:21
1862,7,-0.120,2026-08-11 11:38:21
1862,8,-0.200,2026-08-11 11:38:21
1862,9,-0.980,2026-08-11 11:38:21
1862,10,-0.800,2026-08-11 11:38:21
1862,11,-0.390,2026-08-11 11:38:21
1862,12,0.070,2026-08-11 11:38:21
1863,1,-0.060,2026-08-11 11:38:21
1863,2,-0.340,2026-08-11 11:38:21
1863,3,-0.370,2026-08-11 11:38:21
1863,4,-0.180,2026-08-11 11:38:21
1863,5,0.030,2026-08-11 11:38:21
1863,6,-0.030,2026-08-11 11:38:21
1863,7,0.070,2026-08-11 11:38:21
1863,8,-0.260,2026-08-11 11:38:21
1863,9,0.050,2026-08-11 11:38:21
1863,10,0.070,2026-08-11 11:38:21
1863,11,0.110,2026-08-11 11:38:21
1863,12,-0.230,2026-08-11 11:38:21
1864,1,-0.190,2026-08-11 11:38:21
1864,2,-0.090,2026-08-11 11:38:21
1864,3,-1.040,2026-08-11 11:38:21
1864,4,-1.000,2026-08-11 11:38:21
1864,5,-0.780,2026-08-11 11:38:21
1864,6,-0.660,2026-08-11 11:38:21
1864,7,-0.190,2026-08-11 11:38:21
1864,8,-0.480,2026-08-11 11:38:21
1864,9,-0.210,2026-08-11 11:38:21
1864,10,0.230,2026-08-11 11:38:21
1864,11,0.530,2026-08-11 11:38:21
1864,12,0.500,2026-08-11 11:38:21
1865,1,-0.280,2026-08-11 11:38:21
1865,2,-0.540,2026-08-11 11:38:21
1865,3,-0.480,2026-08-11 11:38:21
1865,4,-0.160,2026-08-11 11:38:21
1865,5,-0.150,2026-08-11 11:38:21
1865,6,-0.660,2026-08-11 11:38:21
1865,7,-0.960,2026-08-11 11:38:21
1865,8,-0.690,2026-08-11 11:38:21
1865,9,-0.730,2026-08-11 11:38:21
1865,10,-0.610,2026-08-11 11:38:21
1865,11,-0.620,2026-08-11 11:38:21
1865,12,-0.760,2026-08-11 11:38:21
1866,1,-2.310,2026-08-11 11:38:21
1866,2,-2.270,2026-08-11 11:38:21
1866,3,-2.220,2026-08-11 11:38:21
1866,4,-1.160,2026-08-11 11:38:21
1866,5,-0.680,2026-08-11 11:38:21
1866,6,-0.840,2026-08-11 11:38:21
1866,7,-0.550,2026-08-11 11:38:21
1866,8,-0.400,2026-08-11 11:38:21
1866,9,-0.350,2026-08-11 11:38:21
1866,10,-0.170,2026-08-11 11:38:21
1866,11,-0.070,2026-08-11 11:38:21
1866,12,-0.290,2026-08-11 11:38:21
1867,1,-0.140,2026-08-11 11:38:21
1867,2,-0.290,2026-08-11 11:38:21
1867,3,-0.480,2026-08-11 11:38:21
1867,4,-0.430,2026-08-11 11:38:21
1867,5,-0.340,2026-08-11 11:38:21
1867,6,-0.140,2026-08-11 11:38:21
1867,7,0.160,2026-08-11 11:38:21
1867,8,-0.340,2026-08-11 11:38:21
1867,9,-0.290,2026-08-11 11:38:21
1867,10,-0.890,2026-08-11 11:38:21
1867,11,-0.280,2026-08-11 11:38:21
1867,12,0.760,2026-08-11 11:38:21
1868,1,0.980,2026-08-11 11:38:21
1868,2,0.260,2026-08-11 11:38:21
1868,3,0.030,2026-08-11 11:38:21
1868,4,-0.390,2026-08-11 11:38:21
1868,5,-0.430,2026-08-11 11:38:21
1868,6,-0.220,2026-08-11 11:38:21
1868,7,0.110,2026-08-11 11:38:21
1868,8,-0.020,2026-08-11 11:38:21
1868,9,0.090,2026-08-11 11:38:21
1868,10,-0.200,2026-08-11 11:38:21
1868,11,-0.630,2026-08-11 11:38:21
1868,12,-0.810,2026-08-11 11:38:21
1869,1,-0.840,2026-08-11 11:38:21
1869,2,-0.160,2026-08-11 11:38:21
1869,3,0.330,2026-08-11 11:38:21
1869,4,1.230,2026-08-11 11:38:21
1869,5,3.560,2026-08-11 11:38:21
1869,6,3.840,2026-08-11 11:38:21
1869,7,3.780,2026-08-11 11:38:21
1869,8,1.200,2026-08-11 11:38:21
1869,9,-0.120,2026-08-11 11:38:21
1869,10,-0.400,2026-08-11 11:38:21
1869,11,-0.630,2026-08-11 11:38:21
1869,12,-0.460,2026-08-11 11:38:21
1870,1,0.230,2026-08-11 11:38:21
1870,2,-0.190,2026-08-11 11:38:21
1870,3,0.030,2026-08-11 11:38:21
1870,4,-0.300,2026-08-11 11:38:21
1870,5,-0.140,2026-08-11 11:38:21
1870,6,-0.370,2026-08-11 11:38:21
1870,7,-0.130,2026-08-11 11:38:21
1870,8,0.050,2026-08-11 11:38:21
1870,9,-0.490,2026-08-11 11:38:21
1870,10,-0.700,2026-08-11 11:38:21
1870,11,-0.880,2026-08-11 11:38:21
1870,12,-0.940,2026-08-11 11:38:21
1871,1,-0.440,2026-08-11 11:38:21
1871,2,0.000,2026-08-11 11:38:21
1871,3,-0.180,2026-08-11 11:38:21
1871,4,-0.510,2026-08-11 11:38:21
1871,5,-0.930,2026-08-11 11:38:21
1871,6,-0.360,2026-08-11 11:38:21
1871,7,-0.380,2026-08-11 11:38:21
1871,8,-0.090,2026-08-11 11:38:21
1871,9,-0.580,2026-08-11 11:38:21
1871,10,-0.800,2026-08-11 11:38:21
1871,11,-0.900,2026-08-11 11:38:21
1871,12,-0.290,2026-08-11 11:38:21
1872,1,-0.390,2026-08-11 11:38:21
1872,2,-0.550,2026-08-11 11:38:21
1872,3,-0.200,2026-08-11 11:38:21
1872,4,-0.490,2026-08-11 11:38:21
1872,5,-0.030,2026-08-11 11:38:21
1872,6,-0.820,2026-08-11 11:38:21
1872,7,-0.950,2026-08-11 11:38:21
1872,8,-1.020,2026-08-11 11:38:21
1872,9,-0.510,2026-08-11 11:38:21
1872,10,-0.110,2026-08-11 11:38:21
1872,11,-1.740,2026-08-11 11:38:21
1872,12,-2.100,2026-08-11 11:38:21
1873,1,-2.060,2026-08-11 11:38:21
1873,2,-2.110,2026-08-11 11:38:21
1873,3,-1.670,2026-08-11 11:38:21
1873,4,-0.690,2026-08-11 11:38:21
1873,5,-0.490,2026-08-11 11:38:21
1873,6,-0.800,2026-08-11 11:38:21
1873,7,-1.140,2026-08-11 11:38:21
1873,8,-1.050,2026-08-11 11:38:21
1873,9,-0.870,2026-08-11 11:38:21
1873,10,-0.700,2026-08-11 11:38:21
1873,11,-1.060,2026-08-11 11:38:21
1873,12,-0.860,2026-08-11 11:38:21
1874,1,-0.740,2026-08-11 11:38:21
1874,2,-1.180,2026-08-11 11:38:21
1874,3,-0.240,2026-08-11 11:38:21
1874,4,0.160,2026-08-11 11:38:21
1874,5,0.010,2026-08-11 11:38:21
1874,6,-0.260,2026-08-11 11:38:21
1874,7,-0.210,2026-08-11 11:38:21
1874,8,0.310,2026-08-11 11:38:21
1874,9,0.150,2026-08-11 11:38:21
1874,10,-0.040,2026-08-11 11:38:21
1874,11,-0.000,2026-08-11 11:38:21
1874,12,-1.130,2026-08-11 11:38:21
1875,1,-1.420,2026-08-11 11:38:21
1875,2,-1.530,2026-08-11 11:38:21
1875,3,-1.180,2026-08-11 11:38:21
1875,4,-1.240,2026-08-11 11:38:21
1875,5,-0.650,2026-08-11 11:38:21
1875,6,-0.790,2026-08-11 11:38:21
1875,7,-0.640,2026-08-11 11:38:21
1875,8,-0.800,2026-08-11 11:38:21
1875,9,-0.640,2026-08-11 11:38:21
1875,10,-1.190,2026-08-11 11:38:21
1875,11,-0.900,2026-08-11 11:38:21
1875,12,0.110,2026-08-11 11:38:21
1876,1,-0.960,2026-08-11 11:38:21
1876,2,-0.740,2026-08-11 11:38:21
1876,3,-0.910,2026-08-11 11:38:21
1876,4,-1.530,2026-08-11 11:38:21
1876,5,-1.570,2026-08-11 11:38:21
1876,6,-0.820,2026-08-11 11:38:21
1876,7,-2.210,2026-08-11 11:38:21
1876,8,-2.160,2026-08-11 11:38:21
1876,9,-1.480,2026-08-11 11:38:21
1876,10,-0.400,2026-08-11 11:38:21
1876,11,-0.040,2026-08-11 11:38:21
1876,12,-0.240,2026-08-11 11:38:21
1877,1,-0.130,2026-08-11 11:38:21
1877,2,-0.080,2026-08-11 11:38:21
1877,3,-0.080,2026-08-11 11:38:21
1877,4,-0.680,2026-08-11 11:38:21
1877,5,-0.820,2026-08-11 11:38:21
1877,6,-1.180,2026-08-11 11:38:21
1877,7,-0.370,2026-08-11 11:38:21
1877,8,-0.620,2026-08-11 11:38:21
1877,9,-0.240,2026-08-11 11:38:21
1877,10,0.020,2026-08-11 11:38:21
1877,11,0.460,2026-08-11 11:38:21
1877,12,0.070,2026-08-11 11:38:21
1878,1,0.180,2026-08-11 11:38:21
1878,2,0.850,2026-08-11 11:38:21
1878,3,0.960,2026-08-11 11:38:21
1878,4,1.490,2026-08-11 11:38:21
1878,5,1.480,2026-08-11 11:38:21
1878,6,0.900,2026-08-11 11:38:21
1878,7,0.460,2026-08-11 11:38:21
1878,8,-0.630,2026-08-11 11:38:21
1878,9,-1.970,2026-08-11 11:38:21
1878,10,-1.680,2026-08-11 11:38:21
1878,11,-0.510,2026-08-11 11:38:21
1878,12,1.310,2026-08-11 11:38:21
1879,1,0.200,2026-08-11 11:38:21
1879,2,0.130,2026-08-11 11:38:21
1879,3,0.230,2026-08-11 11:38:21
1879,4,0.610,2026-08-11 11:38:21
1879,5,-0.560,2026-08-11 11:38:21
1879,6,-0.910,2026-08-11 11:38:21
1879,7,-1.600,2026-08-11 11:38:21
1879,8,-0.620,2026-08-11 11:38:21
1879,9,-0.520,2026-08-11 11:38:21
1879,10,-0.750,2026-08-11 11:38:21
1879,11,-0.640,2026-08-11 11:38:21
1879,12,-0.200,2026-08-11 11:38:21
1880,1,0.440,2026-08-11 11:38:21
1880,2,-0.450,2026-08-11 11:38:21
1880,3,-1.510,2026-08-11 11:38:21
1880,4,-2.420,2026-08-11 11:38:21
1880,5,-2.970,2026-08-11 11:38:21
1880,6,-3.150,2026-08-11 11:38:21
1880,7,-2.270,2026-08-11 11:38:21
1880,8,-1.790,2026-08-11 11:38:21
1880,9,-1.770,2026-08-11 11:38:21
1880,10,0.020,2026-08-11 11:38:21
1880,11,-0.400,2026-08-11 11:38:21
1880,12,-0.060,2026-08-11 11:38:21
1881,1,-0.480,2026-08-11 11:38:21
1881,2,-0.150,2026-08-11 11:38:21
1881,3,-0.020,2026-08-11 11:38:21
1881,4,0.170,2026-08-11 11:38:21
1881,5,0.500,2026-08-11 11:38:21
1881,6,0.240,2026-08-11 11:38:21
1881,7,-1.300,2026-08-11 11:38:21
1881,8,-2.310,2026-08-11 11:38:21
1881,9,0.160,2026-08-11 11:38:21
1881,10,0.340,2026-08-11 11:38:21
1881,11,0.200,2026-08-11 11:38:21
1881,12,-0.550,2026-08-11 11:38:21
1882,1,-2.060,2026-08-11 11:38:21
1882,2,-1.920,2026-08-11 11:38:21
1882,3,-1.790,2026-08-11 11:38:21
1882,4,-1.600,2026-08-11 11:38:21
1882,5,-1.510,2026-08-11 11:38:21
1882,6,-1.710,2026-08-11 11:38:21
1882,7,-3.180,2026-08-11 11:38:21
1882,8,-1.100,2026-08-11 11:38:21
1882,9,-0.810,2026-08-11 11:38:21
1882,10,-1.070,2026-08-11 11:38:21
1882,11,-0.340,2026-08-11 11:38:21
1882,12,0.660,2026-08-11 11:38:21
1883,1,-0.970,2026-08-11 11:38:21
1883,2,-1.320,2026-08-11 11:38:21
1883,3,-1.400,2026-08-11 11:38:21
1883,4,-0.320,2026-08-11 11:38:21
1883,5,-0.670,2026-08-11 11:38:21
1883,6,-1.250,2026-08-11 11:38:21
1883,7,-2.820,2026-08-11 11:38:21
1883,8,-2.360,2026-08-11 11:38:21
1883,9,-1.750,2026-08-11 11:38:21
1883,10,-1.470,2026-08-11 11:38:21
1883,11,-1.070,2026-08-11 11:38:21
1883,12,-1.670,2026-08-11 11:38:21
1884,1,-1.770,2026-08-11 11:38:21
1884,2,-1.950,2026-08-11 11:38:21
1884,3,-1.420,2026-08-11 11:38:21
1884,4,-0.530,2026-08-11 11:38:21
1884,5,0.410,2026-08-11 11:38:21
1884,6,0.840,2026-08-11 11:38:21
1884,7,1.100,2026-08-11 11:38:21
1884,8,1.000,2026-08-11 11:38:21
1884,9,0.740,2026-08-11 11:38:21
1884,10,1.080,2026-08-11 11:38:21
1884,11,2.160,2026-08-11 11:38:21
1884,12,2.350,2026-08-11 11:38:21
1885,1,2.570,2026-08-11 11:38:21
1885,2,1.020,2026-08-11 11:38:21
1885,3,1.720,2026-08-11 11:38:21
1885,4,1.470,2026-08-11 11:38:21
1885,5,0.700,2026-08-11 11:38:21
1885,6,-0.410,2026-08-11 11:38:21
1885,7,-0.680,2026-08-11 11:38:21
1885,8,-0.060,2026-08-11 11:38:21
1885,9,-0.150,2026-08-11 11:38:21
1885,10,-0.050,2026-08-11 11:38:21
1885,11,-0.320,2026-08-11 11:38:21
1885,12,-0.340,2026-08-11 11:38:21
1886,1,-0.520,2026-08-11 11:38:21
1886,2,0.620,2026-08-11 11:38:21
1886,3,-0.480,2026-08-11 11:38:21
1886,4,0.350,2026-08-11 11:38:21
1886,5,-0.200,2026-08-11 11:38:21
1886,6,-1.170,2026-08-11 11:38:21
1886,7,-0.300,2026-08-11 11:38:21
1886,8,-0.390,2026-08-11 11:38:21
1886,9,-0.440,2026-08-11 11:38:21
1886,10,-1.300,2026-08-11 11:38:21
1886,11,-2.630,2026-08-11 11:38:21
1886,12,-1.790,2026-08-11 11:38:21
1887,1,-0.930,2026-08-11 11:38:21
1887,2,-1.410,2026-08-11 11:38:21
1887,3,-2.040,2026-08-11 11:38:21
1887,4,-1.490,2026-08-11 11:38:21
1887,5,-0.330,2026-08-11 11:38:21
1887,6,0.690,2026-08-11 11:38:21
1887,7,1.540,2026-08-11 11:38:21
1887,8,-0.870,2026-08-11 11:38:21
1887,9,-1.960,2026-08-11 11:38:21
1887,10,-1.330,2026-08-11 11:38:21
1887,11,-0.970,2026-08-11 11:38:21
1887,12,-1.070,2026-08-11 11:38:21
1888,1,-0.980,2026-08-11 11:38:21
1888,2,-0.110,2026-08-11 11:38:21
1888,3,0.100,2026-08-11 11:38:21
1888,4,0.020,2026-08-11 11:38:21
1888,5,1.480,2026-08-11 11:38:21
1888,6,1.680,2026-08-11 11:38:21
1888,7,1.780,2026-08-11 11:38:21
1888,8,1.130,2026-08-11 11:38:21
1888,9,1.040,2026-08-11 11:38:21
1888,10,0.600,2026-08-11 11:38:21
1888,11,0.760,2026-08-11 11:38:21
1888,12,0.470,2026-08-11 11:38:21
1889,1,0.440,2026-08-11 11:38:21
1889,2,-0.010,2026-08-11 11:38:21
1889,3,0.140,2026-08-11 11:38:21
1889,4,0.880,2026-08-11 11:38:21
1889,5,1.160,2026-08-11 11:38:21
1889,6,1.120,2026-08-11 11:38:21
1889,7,0.130,2026-08-11 11:38:21
1889,8,-1.020,2026-08-11 11:38:21
1889,9,-1.270,2026-08-11 11:38:21
1889,10,-0.420,2026-08-11 11:38:21
1889,11,1.340,2026-08-11 11:38:21
1889,12,-0.160,2026-08-11 11:38:21
1890,1,-0.660,2026-08-11 11:38:21
1890,2,-1.090,2026-08-11 11:38:21
1890,3,-1.490,2026-08-11 11:38:21
1890,4,-1.100,2026-08-11 11:38:21
1890,5,-1.340,2026-08-11 11:38:21
1890,6,-3.410,2026-08-11 11:38:21
1890,7,-1.400,2026-08-11 11:38:21
1890,8,-0.990,2026-08-11 11:38:21
1890,9,0.830,2026-08-11 11:38:21
1890,10,-0.450,2026-08-11 11:38:21
1890,11,-1.040,2026-08-11 11:38:21
1890,12,-1.310,2026-08-11 11:38:21
1891,1,-0.520,2026-08-11 11:38:21
1891,2,-0.800,2026-08-11 11:38:21
1891,3,-1.020,2026-08-11 11:38:21
1891,4,-0.480,2026-08-11 11:38:21
1891,5,0.870,2026-08-11 11:38:21
1891,6,1.010,2026-08-11 11:38:21
1891,7,1.130,2026-08-11 11:38:21
1891,8,0.640,2026-08-11 11:38:21
1891,9,0.300,2026-08-11 11:38:21
1891,10,0.890,2026-08-11 11:38:21
1891,11,0.030,2026-08-11 11:38:21
1891,12,-0.180,2026-08-11 11:38:21
1892,1,-1.150,2026-08-11 11:38:21
1892,2,-1.420,2026-08-11 11:38:21
1892,3,-0.960,2026-08-11 11:38:21
1892,4,-1.320,2026-08-11 11:38:21
1892,5,-2.760,2026-08-11 11:38:21
1892,6,-1.940,2026-08-11 11:38:21
1892,7,-1.650,2026-08-11 11:38:21
1892,8,-2.850,2026-08-11 11:38:21
1892,9,-2.460,2026-08-11 11:38:21
1892,10,-2.820,2026-08-11 11:38:21
1892,11,-2.360,2026-08-11 11:38:21
1892,12,-1.130,2026-08-11 11:38:21
1893,1,-0.510,2026-08-11 11:38:21
1893,2,-0.670,2026-08-11 11:38:21
1893,3,-0.930,2026-08-11 11:38:21
1893,4,-1.600,2026-08-11 11:38:21
1893,5,-2.450,2026-08-11 11:38:21
1893,6,-2.130,2026-08-11 11:38:21
1893,7,-2.140,2026-08-11 11:38:21
1893,8,-0.410,2026-08-11 11:38:21
1893,9,0.060,2026-08-11 11:38:21
1893,10,-0.540,2026-08-11 11:38:21
1893,11,-0.710,2026-08-11 11:38:21
1893,12,-1.490,2026-08-11 11:38:21
1894,1,-1.420,2026-08-11 11:38:21
1894,2,-2.170,2026-08-11 11:38:21
1894,3,-3.200,2026-08-11 11:38:21
1894,4,-3.150,2026-08-11 11:38:21
1894,5,-3.350,2026-08-11 11:38:21
1894,6,-2.750,2026-08-11 11:38:21
1894,7,-2.980,2026-08-11 11:38:21
1894,8,-1.910,2026-08-11 11:38:21
1894,9,-2.020,2026-08-11 11:38:21
1894,10,-2.560,2026-08-11 11:38:21
1894,11,-2.770,2026-08-11 11:38:21
1894,12,-1.170,2026-08-11 11:38:21
1895,1,-0.860,2026-08-11 11:38:21
1895,2,-0.640,2026-08-11 11:38:21
1895,3,-0.650,2026-08-11 11:38:21
1895,4,-1.130,2026-08-11 11:38:21
1895,5,-0.480,2026-08-11 11:38:21
1895,6,-0.740,2026-08-11 11:38:21
1895,7,0.430,2026-08-11 11:38:21
1895,8,-0.160,2026-08-11 11:38:21
1895,9,-1.340,2026-08-11 11:38:21
1895,10,-0.840,2026-08-11 11:38:21
1895,11,-1.230,2026-08-11 11:38:21
1895,12,-0.270,2026-08-11 11:38:21
1896,1,0.320,2026-08-11 11:38:21
1896,2,0.200,2026-08-11 11:38:21
1896,3,-0.170,2026-08-11 11:38:21
1896,4,-0.910,2026-08-11 11:38:21
1896,5,-1.320,2026-08-11 11:38:21
1896,6,-0.680,2026-08-11 11:38:21
1896,7,-0.320,2026-08-11 11:38:21
1896,8,-0.180,2026-08-11 11:38:21
1896,9,0.990,2026-08-11 11:38:21
1896,10,0.260,2026-08-11 11:38:21
1896,11,0.290,2026-08-11 11:38:21
1896,12,0.210,2026-08-11 11:38:21
1897,1,0.380,2026-08-11 11:38:21
1897,2,-0.290,2026-08-11 11:38:21
1897,3,-0.620,2026-08-11 11:38:21
1897,4,-0.060,2026-08-11 11:38:21
1897,5,0.670,2026-08-11 11:38:21
1897,6,0.800,2026-08-11 11:38:21
1897,7,0.570,2026-08-11 11:38:21
1897,8,-0.000,2026-08-11 11:38:21
1897,9,-0.700,2026-08-11 11:38:21
1897,10,0.310,2026-08-11 11:38:21
1897,11,0.580,2026-08-11 11:38:21
1897,12,0.050,2026-08-11 11:38:21
1898,1,-0.080,2026-08-11 11:38:21
1898,2,-0.270,2026-08-11 11:38:21
1898,3,-0.420,2026-08-11 11:38:21
1898,4,0.210,2026-08-11 11:38:21
1898,5,-0.390,2026-08-11 11:38:21
1898,6,0.290,2026-08-11 11:38:21
1898,7,-0.360,2026-08-11 11:38:21
1898,8,0.430,2026-08-11 11:38:21
1898,9,0.290,2026-08-11 11:38:21
1898,10,0.270,2026-08-11 11:38:21
1898,11,0.550,2026-08-11 11:38:21
1898,12,0.600,2026-08-11 11:38:21
1899,1,0.080,2026-08-11 11:38:21
1899,2,-1.270,2026-08-11 11:38:21
1899,3,-0.750,2026-08-11 11:38:21
1899,4,-0.510,2026-08-11 11:38:21
1899,5,-1.070,2026-08-11 11:38:21
1899,6,-1.480,2026-08-11 11:38:21
1899,7,-0.140,2026-08-11 11:38:21
1899,8,0.320,2026-08-11 11:38:21
1899,9,0.350,2026-08-11 11:38:21
1899,10,-0.370,2026-08-11 11:38:21
1899,11,0.300,2026-08-11 11:38:21
1899,12,0.320,2026-08-11 11:38:21
1900,1,0.810,2026-08-11 11:38:21
1900,2,0.200,2026-08-11 11:38:21
1900,3,0.610,2026-08-11 11:38:21
1900,4,1.850,2026-08-11 11:38:21
1900,5,1.490,2026-08-11 11:38:21
1900,6,1.230,2026-08-11 11:38:21
1900,7,1.070,2026-08-11 11:38:21
1900,8,1.150,2026-08-11 11:38:21
1900,9,-0.400,2026-08-11 11:38:21
1900,10,0.080,2026-08-11 11:38:21
1900,11,0.570,2026-08-11 11:38:21
1900,12,1.020,2026-08-11 11:38:21
1901,1,1.130,2026-08-11 11:38:21
1901,2,0.650,2026-08-11 11:38:21
1901,3,-0.330,2026-08-11 11:38:21
1901,4,-0.450,2026-08-11 11:38:21
1901,5,-0.990,2026-08-11 11:38:21
1901,6,-0.840,2026-08-11 11:38:21
1901,7,-1.330,2026-08-11 11:38:21
1901,8,-0.730,2026-08-11 11:38:21
1901,9,-0.070,2026-08-11 11:38:21
1901,10,0.250,2026-08-11 11:38:21
1901,11,-0.080,2026-08-11 11:38:21
1901,12,0.560,2026-08-11 11:38:21
1902,1,1.370,2026-08-11 11:38:21
1902,2,0.530,2026-08-11 11:38:21
1902,3,0.400,2026-08-11 11:38:21
1902,4,0.640,2026-08-11 11:38:21
1902,5,1.360,2026-08-11 11:38:21
1902,6,2.330,2026-08-11 11:38:21
1902,7,3.040,2026-08-11 11:38:21
1902,8,1.810,2026-08-11 11:38:21
1902,9,0.890,2026-08-11 11:38:21
1902,10,1.110,2026-08-11 11:38:21
1902,11,0.740,2026-08-11 11:38:21
1902,12,0.440,2026-08-11 11:38:21
1903,1,-0.040,2026-08-11 11:38:21
1903,2,0.100,2026-08-11 11:38:21
1903,3,-0.190,2026-08-11 11:38:21
1903,4,-1.080,2026-08-11 11:38:21
1903,5,-0.370,2026-08-11 11:38:21
1903,6,0.040,2026-08-11 11:38:21
1903,7,1.490,2026-08-11 11:38:21
1903,8,1.350,2026-08-11 11:38:21
1903,9,0.540,2026-08-11 11:38:21
1903,10,0.720,2026-08-11 11:38:21
1903,11,0.220,2026-08-11 11:38:21
1903,12,0.600,2026-08-11 11:38:21
1904,1,1.410,2026-08-11 11:38:21
1904,2,0.540,2026-08-11 11:38:21
1904,3,0.720,2026-08-11 11:38:21
1904,4,0.070,2026-08-11 11:38:21
1904,5,0.470,2026-08-11 11:38:21
1904,6,-0.070,2026-08-11 11:38:21
1904,7,0.050,2026-08-11 11:38:21
1904,8,1.640,2026-08-11 11:38:21
1904,9,2.240,2026-08-11 11:38:21
1904,10,1.800,2026-08-11 11:38:21
1904,11,1.930,2026-08-11 11:38:21
1904,12,3.120,2026-08-11 11:38:21
1905,1,2.750,2026-08-11 11:38:21
1905,2,1.710,2026-08-11 11:38:21
1905,3,1.040,2026-08-11 11:38:21
1905,4,2.050,2026-08-11 11:38:21
