year,month,value,fetched_at
1978,5,2.200,2026-08-11 11:38:19
1978,6,1.100,2026-08-11 11:38:19
1978,7,0.900,2026-08-11 11:38:19
1978,8,0.700,2026-08-11 11:38:19
1978,9,0.100,2026-08-11 11:38:19
1978,10,-0.600,2026-08-11 11:38:19
1978,11,-0.000,2026-08-11 11:38:19
1978,12,-0.100,2026-08-11 11:38:19
1979,1,-0.700,2026-08-11 11:38:19
1979,2,1.600,2026-08-11 11:38:19
1979,3,0.200,2026-08-11 11:38:19
1979,4,-0.200,2026-08-11 11:38:19
1979,5,0.800,2026-08-11 11:38:19
1979,6,1.100,2026-08-11 11:38:19
1979,7,2.200,2026-08-11 11:38:19
1979,8,-0.300,2026-08-11 11:38:19
1979,9,0.200,2026-08-11 11:38:19
1979,10,-0.200,2026-08-11 11:38:19
1979,11,-0.700,2026-08-11 11:38:19
1979,12,-1.200,2026-08-11 11:38:19
1980,1,0.700,2026-08-11 11:38:19
1980,2,0.500,2026-08-11 11:38:19
1980,3,-0.700,2026-08-11 11:38:19
1980,4,-1.000,2026-08-11 11:38:19
1980,5,-0.000,2026-08-11 11:38:19
1980,6,-0.000,2026-08-11 11:38:19
1980,7,-0.100,2026-08-11 11:38:19
1980,8,0.600,2026-08-11 11:38:19
1980,9,-0.800,2026-08-11 11:38:19
1980,10,0.000,2026-08-11 11:38:19
1980,11,-0.600,2026-08-11 11:38:19
1980,12,-0.100,2026-08-11 11:38:19
1981,1,0.600,2026-08-11 11:38:19
1981,2,-0.300,2026-08-11 11:38:19
1981,3,-2.100,2026-08-11 11:38:19
1981,4,-0.200,2026-08-11 11:38:19
1981,5,1.300,2026-08-11 11:38:19
1981,6,2.000,2026-08-11 11:38:19
1981,7,1.400,2026-08-11 11:38:19
1981,8,1.200,2026-08-11 11:38:19
1981,9,0.500,2026-08-11 11:38:19
1981,10,-0.600,2026-08-11 11:38:19
1981,11,0.300,2026-08-11 11:38:19
1981,12,0.800,2026-08-11 11:38:19
1982,1,2.000,2026-08-11 11:38:19
1982,2,0.400,2026-08-11 11:38:19
1982,3,1.000,2026-08-11 11:38:19
1982,4,0.100,2026-08-11 11:38:19
1982,5,-0.600,2026-08-11 11:38:19
1982,6,-1.700,2026-08-11 11:38:19
1982,7,-2.500,2026-08-11 11:38:19
1982,8,-2.900,2026-08-11 11:38:19
1982,9,-2.900,2026-08-11 11:38:19
1982,10,-2.800,2026-08-11 11:38:19
1982,11,-4.300,2026-08-11 11:38:19
1982,12,-3.700,2026-08-11 11:38:19
1983,1,-5.800,2026-08-11 11:38:19
1983,2,-6.000,2026-08-11 11:38:19
1983,3,-4.000,2026-08-11 11:38:19
1983,4,-1.500,2026-08-11 11:38:19
1983,5,1.000,2026-08-11 11:38:19
1983,6,0.100,2026-08-11 11:38:19
1983,7,-1.000,2026-08-11 11:38:19
1983,8,0.200,2026-08-11 11:38:19
1983,9,1.400,2026-08-11 11:38:19
1983,10,0.700,2026-08-11 11:38:19
1983,11,-0.200,2026-08-11 11:38:19
1983,12,0.000,2026-08-11 11:38:19
1984,1,0.300,2026-08-11 11:38:19
1984,2,1.400,2026-08-11 11:38:19
1984,3,-0.400,2026-08-11 11:38:19
1984,4,0.600,2026-08-11 11:38:19
1984,5,0.300,2026-08-11 11:38:19
1984,6,-0.600,2026-08-11 11:38:19
1984,7,0.300,2026-08-11 11:38:19
1984,8,0.700,2026-08-11 11:38:19
1984,9,0.200,2026-08-11 11:38:19
1984,10,-0.500,2026-08-11 11:38:19
1984,11,0.400,2026-08-11 11:38:19
1984,12,-0.200,2026-08-11 11:38:19
1985,1,-0.500,2026-08-11 11:38:19
1985,2,2.000,2026-08-11 11:38:19
1985,3,1.300,2026-08-11 11:38:19
1985,4,1.900,2026-08-11 11:38:19
1985,5,0.700,2026-08-11 11:38:19
1985,6,-0.600,2026-08-11 11:38:19
1985,7,-0.200,2026-08-11 11:38:19
1985,8,1.600,2026-08-11 11:38:19
1985,9,0.000,2026-08-11 11:38:19
1985,10,-0.600,2026-08-11 11:38:19
1985,11,-0.300,2026-08-11 11:38:19
1985,12,0.400,2026-08-11 11:38:19
1986,1,1.600,2026-08-11 11:38:19
1986,2,-1.700,2026-08-11 11:38:19
1986,3,0.800,2026-08-11 11:38:19
1986,4,0.500,2026-08-11 11:38:19
1986,5,-0.400,2026-08-11 11:38:19
1986,6,1.600,2026-08-11 11:38:19
1986,7,0.500,2026-08-11 11:38:19
1986,8,-0.600,2026-08-11 11:38:19
1986,9,-0.800,2026-08-11 11:38:19
1986,10,1.100,2026-08-11 11:38:19
1986,11,-2.000,2026-08-11 11:38:19
1986,12,-2.400,2026-08-11 11:38:19
1987,1,-1.100,2026-08-11 11:38:19
1987,2,-2.100,2026-08-11 11:38:19
1987,3,-2.100,2026-08-11 11:38:19
1987,4,-2.300,2026-08-11 11:38:19
1987,5,-2.100,2026-08-11 11:38:19
1987,6,-1.800,2026-08-11 11:38:19
1987,7,-2.200,2026-08-11 11:38:19
1987,8,-1.500,2026-08-11 11:38:19
1987,9,-1.700,2026-08-11 11:38:19
1987,10,-0.600,2026-08-11 11:38:19
1987,11,-0.000,2026-08-11 11:38:19
1987,12,-0.800,2026-08-11 11:38:19
1988,1,-0.200,2026-08-11 11:38:19
1988,2,-0.600,2026-08-11 11:38:19
1988,3,1.100,2026-08-11 11:38:19
1988,4,0.200,2026-08-11 11:38:19
1988,5,1.500,2026-08-11 11:38:19
1988,6,0.100,2026-08-11 11:38:19
1988,7,1.700,2026-08-11 11:38:19
1988,8,2.500,2026-08-11 11:38:19
1988,9,3.000,2026-08-11 11:38:19
1988,10,2.300,2026-08-11 11:38:19
1988,11,2.800,2026-08-11 11:38:19
1988,12,2.000,2026-08-11 11:38:19
1989,1,2.500,2026-08-11 11:38:19
1989,2,2.000,2026-08-11 11:38:19
1989,3,1.800,2026-08-11 11:38:19
1989,4,2.700,2026-08-11 11:38:19
1989,5,2.000,2026-08-11 11:38:19
1989,6,1.200,2026-08-11 11:38:19
1989,7,1.500,2026-08-11 11:38:19
1989,8,-0.500,2026-08-11 11:38:19
1989,9,0.800,2026-08-11 11:38:19
1989,10,1.300,2026-08-11 11:38:19
1989,11,-0.400,2026-08-11 11:38:19
1989,12,-0.900,2026-08-11 11:38:19
1990,1,-0.100,2026-08-11 11:38:19
1990,2,-3.000,2026-08-11 11:38:19
1990,3,-0.700,2026-08-11 11:38:19
1990,4,0.300,2026-08-11 11:38:19
1990,5,2.000,2026-08-11 11:38:19
1990,6,0.500,2026-08-11 11:38:19
1990,7,0.900,2026-08-11 11:38:19
1990,8,-0.300,2026-08-11 11:38:19
1990,9,-1.200,2026-08-11 11:38:19
1990,10,0.400,2026-08-11 11:38:19
1990,11,-0.800,2026-08-11 11:38:19
1990,12,-0.400,2026-08-11 11:38:19
1991,1,1.000,2026-08-11 11:38:19
1991,2,0.400,2026-08-11 11:38:19
1991,3,-1.100,2026-08-11 11:38:19
1991,4,-1.000,2026-08-11 11:38:19
1991,5,-1.700,2026-08-11 11:38:19
1991,6,-0.200,2026-08-11 11:38:19
1991,7,0.000,2026-08-11 11:38:19
1991,8,-0.700,2026-08-11 11:38:19
1991,9,-2.500,2026-08-11 11:38:19
1991,10,-1.700,2026-08-11 11:38:19
1991,11,-1.100,2026-08-11 11:38:19
1991,12,-2.900,2026-08-11 11:38:19
1992,1,-4.700,2026-08-11 11:38:19
1992,2,-1.500,2026-08-11 11:38:19
1992,3,-3.300,2026-08-11 11:38:19
1992,4,-1.700,2026-08-11 11:38:19
1992,5,0.400,2026-08-11 11:38:19
1992,6,-1.000,2026-08-11 11:38:19
1992,7,-1.000,2026-08-11 11:38:19
1992,8,0.600,2026-08-11 11:38:19
1992,9,0.100,2026-08-11 11:38:19
1992,10,-2.300,2026-08-11 11:38:19
1992,11,-1.100,2026-08-11 11:38:19
1992,12,-0.900,2026-08-11 11:38:19
1993,1,-1.500,2026-08-11 11:38:19
1993,2,-1.200,2026-08-11 11:38:19
1993,3,-0.800,2026-08-11 11:38:19
1993,4,-1.900,2026-08-11 11:38:19
1993,5,-0.600,2026-08-11 11:38:19
1993,6,-1.400,2026-08-11 11:38:19
1993,7,-1.300,2026-08-11 11:38:19
1993,8,-1.600,2026-08-11 11:38:19
1993,9,-1.200,2026-08-11 11:38:19
1993,10,-1.800,2026-08-11 11:38:19
1993,11,-0.100,2026-08-11 11:38:19
1993,12,0.300,2026-08-11 11:38:19
1994,1,-0.200,2026-08-11 11:38:19
1994,2,0.400,2026-08-11 11:38:19
1994,3,-1.100,2026-08-11 11:38:19
1994,4,-2.100,2026-08-11 11:38:19
1994,5,-1.100,2026-08-11 11:38:19
1994,6,-0.700,2026-08-11 11:38:19
1994,7,-2.200,2026-08-11 11:38:19
1994,8,-2.000,2026-08-11 11:38:19
1994,9,-2.600,2026-08-11 11:38:19
1994,10,-1.900,2026-08-11 11:38:19
1994,11,-0.900,2026-08-11 11:38:19
1994,12,-2.000,2026-08-11 11:38:19
1995,1,-0.700,2026-08-11 11:38:19
1995,2,-0.200,2026-08-11 11:38:19
1995,3,1.200,2026-08-11 11:38:19
1995,4,-1.100,2026-08-11 11:38:19
1995,5,-0.600,2026-08-11 11:38:19
1995,6,0.200,2026-08-11 11:38:19
1995,7,0.700,2026-08-11 11:38:19
1995,8,0.500,2026-08-11 11:38:19
1995,9,0.400,2026-08-11 11:38:19
1995,10,0.000,2026-08-11 11:38:19
1995,11,0.100,2026-08-11 11:38:19
1995,12,-0.800,2026-08-11 11:38:19
1996,1,1.600,2026-08-11 11:38:19
1996,2,0.400,2026-08-11 11:38:19
1996,3,1.900,2026-08-11 11:38:19
1996,4,1.300,2026-08-11 11:38:19
1996,5,0.500,2026-08-11 11:38:19
1996,6,1.900,2026-08-11 11:38:19
1996,7,1.100,2026-08-11 11:38:19
1996,8,1.200,2026-08-11 11:38:19
1996,9,1.000,2026-08-11 11:38:19
1996,10,1.000,2026-08-11 11:38:19
1996,11,-0.100,2026-08-11 11:38:19
1996,12,1.500,2026-08-11 11:38:19
1997,1,0.800,2026-08-11 11:38:19
1997,2,2.900,2026-08-11 11:38:19
1997,3,-0.700,2026-08-11 11:38:19
1997,4,-1.000,2026-08-11 11:38:19
1997,5,-2.200,2026-08-11 11:38:19
1997,6,-2.300,2026-08-11 11:38:19
1997,7,-1.200,2026-08-11 11:38:19
1997,8,-2.400,2026-08-11 11:38:19
1997,9,-2.400,2026-08-11 11:38:19
1997,10,-2.400,2026-08-11 11:38:19
1997,11,-2.000,2026-08-11 11:38:19
1997,12,-1.600,2026-08-11 11:38:19
1998,1,-4.400,2026-08-11 11:38:19
1998,2,-3.400,2026-08-11 11:38:19
1998,3,-4.000,2026-08-11 11:38:19
1998,4,-2.400,2026-08-11 11:38:19
1998,5,0.400,2026-08-11 11:38:19
1998,6,1.600,2026-08-11 11:38:19
1998,7,2.000,2026-08-11 11:38:19
1998,8,1.900,2026-08-11 11:38:19
1998,9,1.700,2026-08-11 11:38:19
1998,10,1.800,2026-08-11 11:38:19
1998,11,1.700,2026-08-11 11:38:19
1998,12,2.300,2026-08-11 11:38:19
1999,1,3.000,2026-08-11 11:38:19
1999,2,1.600,2026-08-11 11:38:19
1999,3,2.100,2026-08-11 11:38:19
1999,4,2.300,2026-08-11 11:38:19
1999,5,0.400,2026-08-11 11:38:19
1999,6,0.400,2026-08-11 11:38:19
1999,7,0.900,2026-08-11 11:38:19
1999,8,0.600,2026-08-11 11:38:19
1999,9,-0.100,2026-08-11 11:38:19
1999,10,1.600,2026-08-11 11:38:19
1999,11,1.700,2026-08-11 11:38:19
1999,12,2.400,2026-08-11 11:38:19
2000,1,1.100,2026-08-11 11:38:19
2000,2,2.700,2026-08-11 11:38:19
2000,3,2.200,2026-08-11 11:38:19
2000,4,2.000,2026-08-11 11:38:19
2000,5,0.600,2026-08-11 11:38:19
2000,6,-0.300,2026-08-11 11:38:19
2000,7,-0.300,2026-08-11 11:38:19
2000,8,1.200,2026-08-11 11:38:19
2000,9,1.400,2026-08-11 11:38:19
2000,10,1.800,2026-08-11 11:38:19
2000,11,3.000,2026-08-11 11:38:19
2000,12,1.300,2026-08-11 11:38:19
2001,1,1.600,2026-08-11 11:38:19
2001,2,2.800,2026-08-11 11:38:19
2001,3,1.500,2026-08-11 11:38:19
2001,4,0.300,2026-08-11 11:38:19
2001,5,-0.800,2026-08-11 11:38:19
2001,6,0.500,2026-08-11 11:38:19
2001,7,-0.300,2026-08-11 11:38:19
2001,8,-0.700,2026-08-11 11:38:19
2001,9,0.300,2026-08-11 11:38:19
2001,10,-0.100,2026-08-11 11:38:19
2001,11,1.100,2026-08-11 11:38:19
2001,12,-1.400,2026-08-11 11:38:19
2002,1,0.700,2026-08-11 11:38:19
2002,2,1.800,2026-08-11 11:38:19
2002,3,-0.400,2026-08-11 11:38:19
2002,4,-0.100,2026-08-11 11:38:19
2002,5,-1.400,2026-08-11 11:38:19
2002,6,-0.400,2026-08-11 11:38:19
2002,7,-0.800,2026-08-11 11:38:19
2002,8,-1.600,2026-08-11 11:38:19
2002,9,-1.000,2026-08-11 11:38:19
2002,10,-0.600,2026-08-11 11:38:19
