year,month,value,fetched_at
1866,4,0.146,2026-08-11 11:38:24
1866,5,0.189,2026-08-11 11:38:24
1866,6,0.365,2026-08-11 11:38:24
1866,7,0.295,2026-08-11 11:38:24
1866,8,0.273,2026-08-11 11:38:24
1866,9,0.162,2026-08-11 11:38:24
1866,10,0.155,2026-08-11 11:38:24
1866,11,0.281,2026-08-11 11:38:24
1866,12,0.290,2026-08-11 11:38:24
1867,1,0.325,2026-08-11 11:38:24
1867,2,0.298,2026-08-11 11:38:24
1867,3,0.400,2026-08-11 11:38:24
1867,4,0.310,2026-08-11 11:38:24
1867,5,0.171,2026-08-11 11:38:24
1867,6,0.102,2026-08-11 11:38:24
1867,7,0.121,2026-08-11 11:38:24
1867,8,0.084,2026-08-11 11:38:24
1867,9,0.016,2026-08-11 11:38:24
1867,10,-0.014,2026-08-11 11:38:24
1867,11,0.126,2026-08-11 11:38:24
1867,12,-0.039,2026-08-11 11:38:24
1868,1,0.075,2026-08-11 11:38:24
1868,2,0.145,2026-08-11 11:38:24
1868,3,0.216,2026-08-11 11:38:24
1868,4,0.275,2026-08-11 11:38:24
1868,5,0.201,2026-08-11 11:38:24
1868,6,0.340,2026-08-11 11:38:24
1868,7,0.419,2026-08-11 11:38:24
1868,8,0.217,2026-08-11 11:38:24
1868,9,0.160,2026-08-11 11:38:24
1868,10,-0.099,2026-08-11 11:38:24
1868,11,-0.042,2026-08-11 11:38:24
1868,12,0.136,2026-08-11 11:38:24
1869,1,-0.100,2026-08-11 11:38:24
1869,2,0.106,2026-08-11 11:38:24
1869,3,0.091,2026-08-11 11:38:24
1869,4,0.258,2026-08-11 11:38:24
1869,5,0.296,2026-08-11 11:38:24
1869,6,0.229,2026-08-11 11:38:24
1869,7,0.294,2026-08-11 11:38:24
1869,8,0.148,2026-08-11 11:38:24
1869,9,0.108,2026-08-11 11:38:24
1869,10,0.007,2026-08-11 11:38:24
1869,11,-0.031,2026-08-11 11:38:24
1869,12,-0.074,2026-08-11 11:38:24
1870,1,-0.145,2026-08-11 11:38:24
1870,2,0.022,2026-08-11 11:38:24
1870,3,-0.029,2026-08-11 11:38:24
1870,4,-0.155,2026-08-11 11:38:24
1870,5,-0.016,2026-08-11 11:38:24
1870,6,0.001,2026-08-11 11:38:24
1870,7,-0.027,2026-08-11 11:38:24
1870,8,0.113,2026-08-11 11:38:24
1870,9,0.163,2026-08-11 11:38:24
1870,10,0.170,2026-08-11 11:38:24
1870,11,0.186,2026-08-11 11:38:24
1870,12,0.121,2026-08-11 11:38:24
1871,1,-0.123,2026-08-11 11:38:24
1871,2,-0.106,2026-08-11 11:38:24
1871,3,0.142,2026-08-11 11:38:24
1871,4,0.192,2026-08-11 11:38:24
1871,5,0.155,2026-08-11 11:38:24
1871,6,0.144,2026-08-11 11:38:24
1871,7,0.185,2026-08-11 11:38:24
1871,8,0.070,2026-08-11 11:38:24
1871,9,-0.075,2026-08-11 11:38:24
1871,10,-0.135,2026-08-11 11:38:24
1871,11,0.008,2026-08-11 11:38:24
1871,12,0.099,2026-08-11 11:38:24
1872,1,-0.057,2026-08-11 11:38:24
1872,2,-0.042,2026-08-11 11:38:24
1872,3,-0.073,2026-08-11 11:38:24
1872,4,-0.062,2026-08-11 11:38:24
1872,5,0.188,2026-08-11 11:38:24
1872,6,0.229,2026-08-11 11:38:24
1872,7,0.297,2026-08-11 11:38:24
1872,8,0.396,2026-08-11 11:38:24
1872,9,0.428,2026-08-11 11:38:24
1872,10,0.059,2026-08-11 11:38:24
1872,11,-0.022,2026-08-11 11:38:24
1872,12,-0.040,2026-08-11 11:38:24
1873,1,0.065,2026-08-11 11:38:24
1873,2,0.016,2026-08-11 11:38:24
1873,3,0.053,2026-08-11 11:38:24
1873,4,0.057,2026-08-11 11:38:24
1873,5,-0.038,2026-08-11 11:38:24
1873,6,-0.028,2026-08-11 11:38:24
1873,7,0.096,2026-08-11 11:38:24
1873,8,0.056,2026-08-11 11:38:24
1873,9,0.157,2026-08-11 11:38:24
1873,10,0.093,2026-08-11 11:38:24
1873,11,0.072,2026-08-11 11:38:24
1873,12,0.151,2026-08-11 11:38:24
1874,1,0.062,2026-08-11 11:38:24
1874,2,-0.102,2026-08-11 11:38:24
1874,3,-0.108,2026-08-11 11:38:24
1874,4,-0.079,2026-08-11 11:38:24
1874,5,0.026,2026-08-11 11:38:24
1874,6,0.174,2026-08-11 11:38:24
1874,7,0.111,2026-08-11 11:38:24
1874,8,-0.002,2026-08-11 11:38:24
1874,9,0.191,2026-08-11 11:38:24
1874,10,-0.029,2026-08-11 11:38:24
1874,11,-0.047,2026-08-11 11:38:24
1874,12,-0.279,2026-08-11 11:38:24
1875,1,-0.155,2026-08-11 11:38:24
1875,2,0.077,2026-08-11 11:38:24
1875,3,0.047,2026-08-11 11:38:24
1875,4,0.029,2026-08-11 11:38:24
1875,5,0.175,2026-08-11 11:38:24
1875,6,0.181,2026-08-11 11:38:24
1875,7,0.014,2026-08-11 11:38:24
1875,8,0.101,2026-08-11 11:38:24
1875,9,0.149,2026-08-11 11:38:24
1875,10,0.082,2026-08-11 11:38:24
1875,11,-0.048,2026-08-11 11:38:24
1875,12,-0.066,2026-08-11 11:38:24
1876,1,-0.195,2026-08-11 11:38:24
1876,2,-0.065,2026-08-11 11:38:24
1876,3,-0.080,2026-08-11 11:38:24
1876,4,-0.060,2026-08-11 11:38:24
1876,5,-0.061,2026-08-11 11:38:24
1876,6,0.006,2026-08-11 11:38:24
1876,7,0.126,2026-08-11 11:38:24
1876,8,0.185,2026-08-11 11:38:24
1876,9,0.159,2026-08-11 11:38:24
1876,10,-0.044,2026-08-11 11:38:24
1876,11,-0.071,2026-08-11 11:38:24
1876,12,-0.006,2026-08-11 11:38:24
1877,1,0.018,2026-08-11 11:38:24
1877,2,0.168,2026-08-11 11:38:24
1877,3,0.252,2026-08-11 11:38:24
1877,4,0.157,2026-08-11 11:38:24
1877,5,0.267,2026-08-11 11:38:24
1877,6,0.336,2026-08-11 11:38:24
1877,7,0.312,2026-08-11 11:38:24
1877,8,0.376,2026-08-11 11:38:24
1877,9,0.275,2026-08-11 11:38:24
1877,10,0.245,2026-08-11 11:38:24
1877,11,0.313,2026-08-11 11:38:24
1877,12,0.332,2026-08-11 11:38:24
1878,1,0.254,2026-08-11 11:38:24
1878,2,0.347,2026-08-11 11:38:24
1878,3,0.357,2026-08-11 11:38:24
1878,4,0.656,2026-08-11 11:38:24
1878,5,0.537,2026-08-11 11:38:24
1878,6,0.639,2026-08-11 11:38:24
1878,7,0.433,2026-08-11 11:38:24
1878,8,0.599,2026-08-11 11:38:24
1878,9,0.560,2026-08-11 11:38:24
1878,10,0.331,2026-08-11 11:38:24
1878,11,0.385,2026-08-11 11:38:24
1878,12,0.483,2026-08-11 11:38:24
1879,1,0.335,2026-08-11 11:38:24
1879,2,0.391,2026-08-11 11:38:24
1879,3,0.032,2026-08-11 11:38:24
1879,4,0.049,2026-08-11 11:38:24
1879,5,0.257,2026-08-11 11:38:24
1879,6,0.188,2026-08-11 11:38:24
1879,7,0.096,2026-08-11 11:38:24
1879,8,0.028,2026-08-11 11:38:24
1879,9,-0.011,2026-08-11 11:38:24
1879,10,0.073,2026-08-11 11:38:24
1879,11,0.080,2026-08-11 11:38:24
1879,12,0.130,2026-08-11 11:38:24
1880,1,0.088,2026-08-11 11:38:24
1880,2,0.016,2026-08-11 11:38:24
1880,3,0.101,2026-08-11 11:38:24
1880,4,-0.026,2026-08-11 11:38:24
1880,5,-0.128,2026-08-11 11:38:24
1880,6,-0.000,2026-08-11 11:38:24
1880,7,0.130,2026-08-11 11:38:24
1880,8,0.114,2026-08-11 11:38:24
1880,9,0.266,2026-08-11 11:38:24
1880,10,0.242,2026-08-11 11:38:24
1880,11,0.159,2026-08-11 11:38:24
1880,12,-0.073,2026-08-11 11:38:24
1881,1,0.181,2026-08-11 11:38:24
1881,2,0.135,2026-08-11 11:38:24
1881,3,0.202,2026-08-11 11:38:24
1881,4,0.233,2026-08-11 11:38:24
1881,5,0.126,2026-08-11 11:38:24
1881,6,0.132,2026-08-11 11:38:24
1881,7,0.020,2026-08-11 11:38:24
1881,8,0.057,2026-08-11 11:38:24
1881,9,-0.011,2026-08-11 11:38:24
1881,10,-0.057,2026-08-11 11:38:24
1881,11,-0.293,2026-08-11 11:38:24
1881,12,-0.083,2026-08-11 11:38:24
1882,1,-0.119,2026-08-11 11:38:24
1882,2,-0.086,2026-08-11 11:38:24
1882,3,-0.021,2026-08-11 11:38:24
1882,4,-0.116,2026-08-11 11:38:24
1882,5,-0.118,2026-08-11 11:38:24
1882,6,0.012,2026-08-11 11:38:24
1882,7,0.073,2026-08-11 11:38:24
1882,8,0.082,2026-08-11 11:38:24
1882,9,0.054,2026-08-11 11:38:24
1882,10,-0.002,2026-08-11 11:38:24
1882,11,0.027,2026-08-11 11:38:24
1882,12,0.030,2026-08-11 11:38:24
1883,1,-0.034,2026-08-11 11:38:24
1883,2,-0.151,2026-08-11 11:38:24
1883,3,-0.139,2026-08-11 11:38:24
1883,4,0.041,2026-08-11 11:38:24
1883,5,0.047,2026-08-11 11:38:24
1883,6,-0.016,2026-08-11 11:38:24
1883,7,-0.030,2026-08-11 11:38:24
1883,8,0.032,2026-08-11 11:38:24
1883,9,-0.077,2026-08-11 11:38:24
1883,10,-0.099,2026-08-11 11:38:24
1883,11,0.008,2026-08-11 11:38:24
1883,12,0.149,2026-08-11 11:38:24
1884,1,0.047,2026-08-11 11:38:24
1884,2,-0.128,2026-08-11 11:38:24
1884,3,-0.095,2026-08-11 11:38:24
1884,4,-0.047,2026-08-11 11:38:24
1884,5,-0.033,2026-08-11 11:38:24
1884,6,0.152,2026-08-11 11:38:24
1884,7,-0.015,2026-08-11 11:38:24
1884,8,0.007,2026-08-11 11:38:24
1884,9,-0.135,2026-08-11 11:38:24
1884,10,-0.128,2026-08-11 11:38:24
1884,11,-0.324,2026-08-11 11:38:24
1884,12,-0.097,2026-08-11 11:38:24
1885,1,-0.049,2026-08-11 11:38:24
1885,2,0.062,2026-08-11 11:38:24
1885,3,-0.017,2026-08-11 11:38:24
1885,4,-0.232,2026-08-11 11:38:24
1885,5,-0.148,2026-08-11 11:38:24
1885,6,-0.113,2026-08-11 11:38:24
1885,7,-0.007,2026-08-11 11:38:24
1885,8,0.132,2026-08-11 11:38:24
1885,9,0.053,2026-08-11 11:38:24
1885,10,0.051,2026-08-11 11:38:24
1885,11,0.030,2026-08-11 11:38:24
1885,12,0.053,2026-08-11 11:38:24
1886,1,0.150,2026-08-11 11:38:24
1886,2,0.146,2026-08-11 11:38:24
1886,3,0.203,2026-08-11 11:38:24
1886,4,0.226,2026-08-11 11:38:24
1886,5,0.254,2026-08-11 11:38:24
1886,6,0.223,2026-08-11 11:38:24
1886,7,0.265,2026-08-11 11:38:24
1886,8,0.084,2026-08-11 11:38:24
1886,9,0.021,2026-08-11 11:38:24
1886,10,0.001,2026-08-11 11:38:24
1886,11,0.006,2026-08-11 11:38:24
1886,12,-0.000,2026-08-11 11:38:24
1887,1,-0.079,2026-08-11 11:38:24
1887,2,-0.066,2026-08-11 11:38:24
1887,3,-0.003,2026-08-11 11:38:24
1887,4,-0.045,2026-08-11 11:38:24
1887,5,0.065,2026-08-11 11:38:24
1887,6,0.240,2026-08-11 11:38:24
1887,7,0.359,2026-08-11 11:38:24
1887,8,0.226,2026-08-11 11:38:24
1887,9,0.178,2026-08-11 11:38:24
1887,10,0.262,2026-08-11 11:38:24
1887,11,0.207,2026-08-11 11:38:24
1887,12,0.208,2026-08-11 11:38:24
1888,1,0.260,2026-08-11 11:38:24
1888,2,0.197,2026-08-11 11:38:24
1888,3,0.282,2026-08-11 11:38:24
1888,4,0.150,2026-08-11 11:38:24
1888,5,0.156,2026-08-11 11:38:24
1888,6,0.279,2026-08-11 11:38:24
1888,7,0.214,2026-08-11 11:38:24
1888,8,0.174,2026-08-11 11:38:24
1888,9,0.177,2026-08-11 11:38:24
1888,10,0.282,2026-08-11 11:38:24
1888,11,0.155,2026-08-11 11:38:24
1888,12,0.106,2026-08-11 11:38:24
1889,1,0.264,2026-08-11 11:38:24
1889,2,0.271,2026-08-11 11:38:24
1889,3,0.346,2026-08-11 11:38:24
1889,4,0.326,2026-08-11 11:38:24
1889,5,0.327,2026-08-11 11:38:24
1889,6,0.239,2026-08-11 11:38:24
1889,7,0.089,2026-08-11 11:38:24
1889,8,0.109,2026-08-11 11:38:24
1889,9,0.117,2026-08-11 11:38:24
1889,10,0.117,2026-08-11 11:38:24
1889,11,0.190,2026-08-11 11:38:24
1889,12,0.064,2026-08-11 11:38:24
1890,1,0.044,2026-08-11 11:38:24
1890,2,0.028,2026-08-11 11:38:24
1890,3,-0.026,2026-08-11 11:38:24
1890,4,-0.141,2026-08-11 11:38:24
1890,5,-0.133,2026-08-11 11:38:24
1890,6,-0.089,2026-08-11 11:38:24
1890,7,-0.242,2026-08-11 11:38:24
1890,8,-0.287,2026-08-11 11:38:24
1890,9,-0.246,2026-08-11 11:38:24
1890,10,-0.069,2026-08-11 11:38:24
1890,11,-0.258,2026-08-11 11:38:24
1890,12,-0.235,2026-08-11 11:38:24
1891,1,-0.262,2026-08-11 11:38:24
1891,2,-0.072,2026-08-11 11:38:24
1891,3,0.088,2026-08-11 11:38:24
1891,4,0.124,2026-08-11 11:38:24
1891,5,0.192,2026-08-11 11:38:24
1891,6,0.178,2026-08-11 11:38:24
1891,7,0.256,2026-08-11 11:38:24
1891,8,0.114,2026-08-11 11:38:24
1891,9,0.022,2026-08-11 11:38:24
1891,10,0.040,2026-08-11 11:38:24
1891,11,-0.224,2026-08-11 11:38:24
1891,12,0.033,2026-08-11 11:38:24
1892,1,0.076,2026-08-11 11:38:24
1892,2,0.137,2026-08-11 11:38:24
1892,3,0.110,2026-08-11 11:38:24
1892,4,0.018,2026-08-11 11:38:24
1892,5,-0.115,2026-08-11 11:38:24
1892,6,-0.132,2026-08-11 11:38:24
1892,7,-0.238,2026-08-11 11:38:24
1892,8,-0.092,2026-08-11 11:38:24
1892,9,-0.200,2026-08-11 11:38:24
1892,10,-0.168,2026-08-11 11:38:24
1892,11,-0.263,2026-08-11 11:38:24
1892,12,-0.164,2026-08-11 11:38:24
1893,1,-0.089,2026-08-11 11:38:24
1893,2,-0.041,2026-08-11 11:38:24
1893,3,-0.029,2026-08-11 11:38:24
1893,4,-0.141,2026-08-11 11:38:24
1893,5,-0.121,2026-08-11 11:38:24
1893,6,0.139,2026-08-11 11:38:24
1893,7,0.192,2026-08-11 11:38:24
1893,8,0.176,2026-08-11 11:38:24
1893,9,0.065,2026-08-11 11:38:24
1893,10,-0.046,2026-08-11 11:38:24
1893,11,0.037,2026-08-11 11:38:24
1893,12,-0.143,2026-08-11 11:38:24
1894,1,-0.134,2026-08-11 11:38:24
1894,2,-0.152,2026-08-11 11:38:24
1894,3,-0.172,2026-08-11 11:38:24
1894,4,-0.269,2026-08-11 11:38:24
1894,5,-0.344,2026-08-11 11:38:24
1894,6,-0.310,2026-08-11 11:38:24
1894,7,-0.212,2026-08-11 11:38:24
1894,8,-0.223,2026-08-11 11:38:24
1894,9,-0.212,2026-08-11 11:38:24
1894,10,-0.322,2026-08-11 11:38:24
1894,11,-0.299,2026-08-11 11:38:24
1894,12,-0.214,2026-08-11 11:38:24
1895,1,-0.102,2026-08-11 11:38:24
1895,2,-0.070,2026-08-11 11:38:24
1895,3,-0.249,2026-08-11 11:38:24
1895,4,-0.277,2026-08-11 11:38:24
1895,5,-0.192,2026-08-11 11:38:24
1895,6,-0.093,2026-08-11 11:38:24
1895,7,-0.059,2026-08-11 11:38:24
1895,8,-0.081,2026-08-11 11:38:24
1895,9,0.088,2026-08-11 11:38:24
1895,10,0.086,2026-08-11 11:38:24
1895,11,-0.095,2026-08-11 11:38:24
1895,12,-0.036,2026-08-11 11:38:24
1896,1,-0.053,2026-08-11 11:38:24
1896,2,0.046,2026-08-11 11:38:24
1896,3,-0.026,2026-08-11 11:38:24
1896,4,0.061,2026-08-11 11:38:24
1896,5,0.270,2026-08-11 11:38:24
1896,6,0.202,2026-08-11 11:38:24
1896,7,0.114,2026-08-11 11:38:24
1896,8,0.093,2026-08-11 11:38:24
1896,9,0.327,2026-08-11 11:38:24
1896,10,0.171,2026-08-11 11:38:24
1896,11,0.058,2026-08-11 11:38:24
1896,12,0.067,2026-08-11 11:38:24
1897,1,0.091,2026-08-11 11:38:24
1897,2,0.143,2026-08-11 11:38:24
1897,3,0.315,2026-08-11 11:38:24
1897,4,0.258,2026-08-11 11:38:24
1897,5,0.173,2026-08-11 11:38:24
1897,6,0.110,2026-08-11 11:38:24
1897,7,0.108,2026-08-11 11:38:24
1897,8,0.029,2026-08-11 11:38:24
1897,9,0.058,2026-08-11 11:38:24
1897,10,0.086,2026-08-11 11:38:24
1897,11,-0.003,2026-08-11 11:38:24
1897,12,-0.002,2026-08-11 11:38:24
1898,1,-0.005,2026-08-11 11:38:24
1898,2,0.068,2026-08-11 11:38:24
1898,3,0.118,2026-08-11 11:38:24
1898,4,0.071,2026-08-11 11:38:24
1898,5,0.100,2026-08-11 11:38:24
1898,6,0.220,2026-08-11 11:38:24
1898,7,0.227,2026-08-11 11:38:24
1898,8,0.149,2026-08-11 11:38:24
1898,9,0.115,2026-08-11 11:38:24
1898,10,-0.018,2026-08-11 11:38:24
1898,11,-0.120,2026-08-11 11:38:24
1898,12,0.010,2026-08-11 11:38:24
1899,1,-0.056,2026-08-11 11:38:24
1899,2,-0.042,2026-08-11 11:38:24
1899,3,0.001,2026-08-11 11:38:24
1899,4,0.095,2026-08-11 11:38:24
1899,5,0.212,2026-08-11 11:38:24
1899,6,0.198,2026-08-11 11:38:24
1899,7,0.121,2026-08-11 11:38:24
1899,8,0.280,2026-08-11 11:38:24
1899,9,0.139,2026-08-11 11:38:24
1899,10,0.102,2026-08-11 11:38:24
1899,11,0.210,2026-08-11 11:38:24
1899,12,0.309,2026-08-11 11:38:24
1900,1,0.218,2026-08-11 11:38:24
1900,2,0.213,2026-08-11 11:38:24
1900,3,0.072,2026-08-11 11:38:24
1900,4,0.175,2026-08-11 11:38:24
1900,5,0.008,2026-08-11 11:38:24
1900,6,0.011,2026-08-11 11:38:24
1900,7,0.103,2026-08-11 11:38:24
1900,8,0.010,2026-08-11 11:38:24
1900,9,0.060,2026-08-11 11:38:24
1900,10,0.127,2026-08-11 11:38:24
1900,11,0.055,2026-08-11 11:38:24
1900,12,0.147,2026-08-11 11:38:24
1901,1,0.059,2026-08-11 11:38:24
1901,2,0.197,2026-08-11 11:38:24
1901,3,0.170,2026-08-11 11:38:24
1901,4,0.162,2026-08-11 11:38:24
1901,5,0.092,2026-08-11 11:38:24
1901,6,0.229,2026-08-11 11:38:24
1901,7,0.195,2026-08-11 11:38:24
1901,8,0.193,2026-08-11 11:38:24
1901,9,0.013,2026-08-11 11:38:24
1901,10,-0.097,2026-08-11 11:38:24
1901,11,-0.068,2026-08-11 11:38:24
1901,12,-0.055,2026-08-11 11:38:24
1902,1,-0.106,2026-08-11 11:38:24
1902,2,-0.022,2026-08-11 11:38:24
1902,3,-0.013,2026-08-11 11:38:24
1902,4,-0.139,2026-08-11 11:38:24
1902,5,-0.080,2026-08-11 11:38:24
1902,6,-0.242,2026-08-11 11:38:24
1902,7,-0.281,2026-08-11 11:38:24
1902,8,-0.162,2026-08-11 11:38:24
1902,9,0.009,2026-08-11 11:38:24
1902,10,0.026,2026-08-11 11:38:24
1902,11,-0.107,2026-08-11 11:38:24
1902,12,-0.076,2026-08-11 11:38:24
1903,1,-0.032,2026-08-11 11:38:24
1903,2,0.062,2026-08-11 11:38:24
1903,3,-0.049,2026-08-11 11:38:24
1903,4,-0.060,2026-08-11 11:38:24
1903,5,-0.135,2026-08-11 11:38:24
1903,6,-0.167,2026-08-11 11:38:24
1903,7,-0.155,2026-08-11 11:38:24
1903,8,-0.436,2026-08-11 11:38:24
1903,9,-0.447,2026-08-11 11:38:24
1903,10,-0.358,2026-08-11 11:38:24
1903,11,-0.230,2026-08-11 11:38:24
1903,12,-0.284,2026-08-11 11:38:24
1904,1,-0.344,2026-08-11 11:38:24
1904,2,-0.365,2026-08-11 11:38:24
1904,3,-0.371,2026-08-11 11:38:24
1904,4,-0.415,2026-08-11 11:38:24
1904,5,-0.390,2026-08-11 11:38:24
1904,6,-0.422,2026-08-11 11:38:24
1904,7,-0.330,2026-08-11 11:38:24
1904,8,-0.341,2026-08-11 11:38:24
1904,9,-0.471,2026-08-11 11:38:24
1904,10,-0.363,2026-08-11 11:38:24
1904,11,-0.192,2026-08-11 11:38:24
1904,12,-0.147,2026-08-11 11:38:24
1905,1,-0.218,2026-08-11 11:38:24
1905,2,-0.176,2026-08-11 11:38:24
1905,3,-0.353,2026-08-11 11:38:24
1905,4,-0.166,2026-08-11 11:38:24
1905,5,-0.056,2026-08-11 11:38:24
1905,6,-0.166,2026-08-11 11:38:24
1905,7,-0.048,2026-08-11 11:38:24
1905,8,-0.136,2026-08-11 11:38:24
1905,9,-0.350,2026-08-11 11:38:24
1905,10,-0.245,2026-08-11 11:38:24
1905,11,-0.262,2026-08-11 11:38:24
1905,12,-0.239,2026-08-11 11:38:24
1906,1,-0.066,2026-08-11 11:38:24
1906,2,-0.027,2026-08-11 11:38:24
1906,3,-0.047,2026-08-11 11:38:24
1906,4,-0.039,2026-08-11 11:38:24
1906,5,-0.154,2026-08-11 11:38:24
1906,6,0.013,2026-08-11 11:38:24
1906,7,-0.002,2026-08-11 11:38:24
1906,8,-0.059,2026-08-11 11:38:24
1906,9,-0.115,2026-08-11 11:38:24
1906,10,-0.136,2026-08-11 11:38:24
1906,11,-0.013,2026-08-11 11:38:24
1906,12,-0.220,2026-08-11 11:38:24
1907,1,-0.181,2026-08-11 11:38:24
1907,2,-0.344,2026-08-11 11:38:24
1907,3,-0.250,2026-08-11 11:38:24
1907,4,-0.157,2026-08-11 11:38:24
1907,5,-0.144,2026-08-11 11:38:24
1907,6,-0.250,2026-08-11 11:38:24
1907,7,-0.277,2026-08-11 11:38:24
1907,8,-0.311,2026-08-11 11:38:24
1907,9,-0.174,2026-08-11 11:38:24
1907,10,-0.216,2026-08-11 11:38:24
1907,11,-0.223,2026-08-11 11:38:24
